fila_excel,rang_font,prioritat_excel,url_excel,keyword_excel,idea_excel,categoria,comparacio_16_09,files_excel_16_09,estats_16_09,estat,tractament,motiu,evidencia,pendent
93,SEO Ideas!A93:D93,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista lleida,"Try to acquire backlinks from the following domains: latipo.cat, accio.com, docfav.com, abadendentistas.com, bedentalexpert.com, gowork.com, mitjalleida.com, cursabomberslleida.com, poidata.io, nomas900.org",backlinks,mateixa_keyword_idea_url_canviada,171,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 171,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
94,SEO Ideas!A94:D94,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,173,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
95,SEO Ideas!A95:D95,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista qui lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,101,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: dentista qui lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 101,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
96,SEO Ideas!A96:D96,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista qui lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,102,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: dentista qui lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 102,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
97,SEO Ideas!A97:D97,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista qui lleida,"Compared to your rivals, some related words are not present in your page’s content. Try to enrich your page’s content with the following semantically related words: `clínica qui odontologia es una clínica dental`, `tratamientos personalizados`",semantica,exacta_url_keyword_idea,103,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: dentista qui lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 103,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
98,SEO Ideas!A98:D98,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista qui lleida,"Try to acquire backlinks from the following domains: abadendentistas.com, gowork.com, nomas900.org",backlinks,exacta_url_keyword_idea,104,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: dentista qui lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 104,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
99,SEO Ideas!A99:D99,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista qui lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,105,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
100,SEO Ideas!A100:D100,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica qui lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,112,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: clinica qui lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 112,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
101,SEO Ideas!A101:D101,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica qui lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,113,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: clinica qui lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 113,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
102,SEO Ideas!A102:D102,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica qui lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,exacta_url_keyword_idea,114,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: clinica qui lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 114,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
103,SEO Ideas!A103:D103,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica qui lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,115,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
104,SEO Ideas!A104:D104,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental la seu lleida,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,exacta_url_keyword_idea,117,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: clinica dental la seu lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 117,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
105,SEO Ideas!A105:D105,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental la seu lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,118,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: clinica dental la seu lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 118,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
106,SEO Ideas!A106:D106,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental la seu lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,119,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: clinica dental la seu lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 119,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
107,SEO Ideas!A107:D107,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental la seu lleida,"Compared to your rivals, some related words are not present in your page’s content. Try to enrich your page’s content with the following semantically related words: `clínica dental la seu`",semantica,exacta_url_keyword_idea,120,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: clinica dental la seu lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 120,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
108,SEO Ideas!A108:D108,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental la seu lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,exacta_url_keyword_idea,121,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: clinica dental la seu lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 121,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
109,SEO Ideas!A109:D109,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental la seu lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,122,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
110,SEO Ideas!A110:D110,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental lleida,"Try to acquire backlinks from the following domains: latipo.cat, accio.com, abadendentistas.com, docfav.com, qdq.com, bedentalexpert.com, gowork.com, mitjalleida.com, cursabomberslleida.com, poidata.io, nomas900.org",backlinks,exacta_url_keyword_idea,130,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 130,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
111,SEO Ideas!A111:D111,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,131,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
112,SEO Ideas!A112:D112,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica qui,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,116,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
113,SEO Ideas!A113:D113,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista de urgencias,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,exacta_url_keyword_idea,123,ja_cobert_actualment,cobertura_heretada,contingut_ja_revisat,"Cobertura documentada a la revisió del 16/09: El cos de la landing de Lleida ja orienta a trucar per valorar prioritat i disponibilitat, evita esperar el formulari i remet al 112 davant urgència vital. No es promet servei permanent.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 123,La cobertura editorial prèvia no acredita que Semrush hagi retirat l’avís.
114,SEO Ideas!A114:D114,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista de urgencias,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,124,no_aplica,no_aplica,criteri_heretat,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 124,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
115,SEO Ideas!A115:D115,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista de urgencias,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,125,no_aplica,no_aplica,criteri_heretat,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 125,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
116,SEO Ideas!A116:D116,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista de urgencias,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,exacta_url_keyword_idea,126,no_aplica,no_aplica,criteri_heretat,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 126,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
117,SEO Ideas!A117:D117,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista de urgencias,"Compared to your rivals, some related words are not present in your page’s content. Try to enrich your page’s content with the following semantically related words: `servicio de urgencias`, `pide cita`",semantica,exacta_url_keyword_idea,127,no_aplica,no_aplica,criteri_heretat,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 127,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
118,SEO Ideas!A118:D118,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista de urgencias,"Try to acquire backlinks from the following domains: cantabriaeconomica.com, diariocomo.es, corporate.es, diariosigloxxi.com",backlinks,exacta_url_keyword_idea,128,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 128,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
119,SEO Ideas!A119:D119,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista de urgencias,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,129,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
120,SEO Ideas!A120:D120,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental qui,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,132,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
121,SEO Ideas!A121:D121,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentistas en lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,mateixa_keyword_idea_url_canviada,175,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,L’H1 descriu clínica dental en Lleida i el lead explicita Nuestro equipo de dentistas en Lleida.,HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
122,SEO Ideas!A122:D122,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentistas en lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,mateixa_keyword_idea_url_canviada,176,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,El title descriu Clínica dental Lleida; la forma plural dentistas en lleida ja és al lead i a la meta.,HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
123,SEO Ideas!A123:D123,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentistas en lleida,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,categoria_nova_per_keyword,,,aplicat_publicat_verificat,canvi_local_verificat,Canvi aplicat al codi local: Meta de Lleida: incorporar una menció natural a dentistas en Lleida. Comparteix la mateixa meta amb la fila 92.,"data/landing-pages.js (es-lleida); build i 95/95 proves aprovades; 8/8 pàgines verificades en navegador a 320 i 390 px sense desbordament ni àncores invàlides, segons l’agent principal el 18/09/2026; commit 78202a1, verificacio-publicacio.json: contingut públic verificat",Nova reanàlisi de Semrush i seguiment de dades reals. La publicació no acredita retirada de l’avís ni millora de posicions.
124,SEO Ideas!A124:D124,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentistas en lleida,"Try to acquire backlinks from the following domains: accio.com, latipo.cat, docfav.com, qdq.com, bedentalexpert.com, mitjalleida.com, cursabomberslleida.com, poidata.io",backlinks,mateixa_keyword_idea_url_canviada,177,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 177,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
125,SEO Ideas!A125:D125,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentistas en lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,179,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
126,SEO Ideas!A126:D126,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,urgencia dental,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,140,no_aplica,no_aplica,criteri_heretat,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 140,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
127,SEO Ideas!A127:D127,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,urgencia dental,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,141,no_aplica,no_aplica,criteri_heretat,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 141,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
128,SEO Ideas!A128:D128,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,urgencia dental,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,exacta_url_keyword_idea,142,no_aplica,no_aplica,criteri_heretat,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 142,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
129,SEO Ideas!A129:D129,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,urgencia dental,"Compared to your rivals, some related words are not present in your page’s content. Try to enrich your page’s content with the following semantically related words: `tratamientos dentales`, `salud dental`, `tipo de urgencia`, `dolor intenso`",semantica,mateixa_categoria_text_canviat,143,no_aplica,aplicat_publicat_verificat,canvi_local_verificat,"Canvi aplicat al codi local: Clarificar el bloc d’urgències: trucada a recepció, prioritat i disponibilitat, orientació 061 i emergència 112. La llista nova només afegeix tratamientos dentales; no es promet servei 24/7.","data/service-enrichment.js (urgencias-dentales/urgencies-dentals); https://canalsalut.gencat.cat/ca/contacte/; https://www.nhs.uk/conditions/dental-abscess/; build i 95/95 proves aprovades; 8/8 pàgines verificades en navegador a 320 i 390 px sense desbordament ni àncores invàlides, segons l’agent principal el 18/09/2026; commit 78202a1, verificacio-publicacio.json: contingut públic verificat",Nova reanàlisi de Semrush i seguiment de dades reals. La publicació no acredita retirada de l’avís ni millora de posicions.
130,SEO Ideas!A130:D130,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,urgencia dental,"Compared to your rivals, your page has a relatively low word count. Try to increase the length of your page content.",extensio,exacta_url_keyword_idea,144,no_aplica,no_aplica,criteri_heretat,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 144,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
131,SEO Ideas!A131:D131,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,urgencia dental,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,145,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
132,SEO Ideas!A132:D132,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,146,no_aplica,no_aplica,criteri_heretat,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 146,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
133,SEO Ideas!A133:D133,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,147,no_aplica,no_aplica,criteri_heretat,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 147,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
134,SEO Ideas!A134:D134,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias lleida,"Try to acquire backlinks from the following domains: accio.com, docfav.com, bedentalexpert.com, mitjalleida.com, cursabomberslleida.com",backlinks,exacta_url_keyword_idea,148,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 148,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
135,SEO Ideas!A135:D135,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,149,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
136,SEO Ideas!A136:D136,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,exacta_url_keyword_idea,150,ja_cobert_actualment,cobertura_heretada,contingut_ja_revisat,"Cobertura documentada a la revisió del 16/09: El cos de la landing de Lleida ja orienta a trucar per valorar prioritat i disponibilitat, evita esperar el formulari i remet al 112 davant urgència vital. No es promet servei permanent.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 150,La cobertura editorial prèvia no acredita que Semrush hagi retirat l’avís.
137,SEO Ideas!A137:D137,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,151,no_aplica,no_aplica,criteri_heretat,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 151,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
138,SEO Ideas!A138:D138,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,152,no_aplica,no_aplica,criteri_heretat,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 152,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
139,SEO Ideas!A139:D139,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,exacta_url_keyword_idea,153,no_aplica,no_aplica,criteri_heretat,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 153,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
