fila_excel,rang_font,prioritat_excel,url_excel,keyword_excel,idea_excel,categoria,estat,motiu,evidencia,url_objectiu_proposada,estat_assignacio,pendent
150,SEO Ideas!A150:D150,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,ja_cobert_actualment,"El cos de la landing de Lleida ja orienta a trucar per valorar prioritat i disponibilitat, evita esperar el formulari i remet al 112 davant urgència vital. No es promet servei permanent.","lib/lleida-page.js; data/landing-pages.js, es-lleida: bloc de contacte i FAQ Atendéis urgencias",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,sense_canvi_proposat,No s’afegeix 24 h ni atenció immediata garantida.
151,SEO Ideas!A151:D151,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,no_aplica,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,"data/landing-pages.js, es-lleida; lib/lleida-page.js: FAQ i contacte d’urgència",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,sense_canvi_proposat,"Una oferta específica d’urgències requeriria confirmar servei, horaris i circuit clínic."
152,SEO Ideas!A152:D152,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,no_aplica,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,"data/landing-pages.js, es-lleida; lib/lleida-page.js: FAQ i contacte d’urgència",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,sense_canvi_proposat,"Una oferta específica d’urgències requeriria confirmar servei, horaris i circuit clínic."
153,SEO Ideas!A153:D153,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,no_aplica,Es manté la landing general de clínica dental i la indicació de trucar segons prioritat/disponibilitat. No es força la keyword d’urgències a cada camp ni una ampliació de text que suggereixi un servei dedicat no confirmat.,"data/landing-pages.js, es-lleida; lib/lleida-page.js: FAQ i contacte d’urgència",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,sense_canvi_proposat,"Una oferta específica d’urgències requeriria confirmar servei, horaris i circuit clínic."
154,SEO Ideas!A154:D154,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias,Try to acquire backlinks from the following domains: accio.com,backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: accio.com. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual)",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,sense_canvi_proposat,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
155,SEO Ideas!A155:D155,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
156,SEO Ideas!A156:D156,0.94,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,limpieza dental lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,no_aplica,No es concentra cada keyword secundària al mateix H1/title. Es manté el tema principal de la pàgina i la consulta queda situada en un H2 específic ja existent.,"data/landing-pages.js (es-perio), H2: Limpieza dental en Lleida: qué necesitan tus encías",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,sense_canvi_proposat,Es conserva la jerarquia; no s’afirma coincidència exacta al H1/title.
157,SEO Ideas!A157:D157,0.94,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,limpieza dental lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,no_aplica,No es concentra cada keyword secundària al mateix H1/title. Es manté el tema principal de la pàgina i la consulta queda situada en un H2 específic ja existent.,"data/landing-pages.js (es-perio), H2: Limpieza dental en Lleida: qué necesitan tus encías",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,sense_canvi_proposat,Es conserva la jerarquia; no s’afirma coincidència exacta al H1/title.
158,SEO Ideas!A158:D158,0.94,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,limpieza dental lleida,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,aplicat_ara,La meta de periodòncia/endodòncia incorpora explícitament limpieza dental.,"data/landing-pages.js (es-perio), description: Periodoncia, limpieza dental y endodoncia en Lleida y Tremp. Revisamos encías, dolor dental y opciones para conservar los dientes, con seguimiento individual.; publicat a cf647af559624ca7710fe825935fcf5e0d80b093, Vercel dpl_Wps2Qnpeh1xw3yKXnSDNZ7iSu8zN READY production; comprovació pública de metadades coincident, 16/09/2026",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,sense_canvi_proposat,Nova lectura de Semrush pendent; el canvi ja està publicat i comprovat al web.
159,SEO Ideas!A159:D159,0.94,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,limpieza dental lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: qdq.com. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual)",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,sense_canvi_proposat,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
160,SEO Ideas!A160:D160,0.94,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,limpieza dental lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
161,SEO Ideas!A161:D161,0.94,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,ja_cobert_actualment,L’H1 ja identifica periodòncia i endodòncia a Lleida i Tremp.,"data/landing-pages.js (es-perio), h1: Periodoncia y endodoncia en Lleida y Tremp",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,sense_canvi_proposat,Cobertura editorial verificada; no equival a avís tancat per Semrush.
162,SEO Ideas!A162:D162,0.94,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,ja_cobert_actualment,El title ja identifica periodòncia i endodòncia a Lleida i Tremp.,"data/landing-pages.js (es-perio), title: Periodoncia y endodoncia en Lleida y Tremp | Estudi Dental",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,sense_canvi_proposat,Cobertura editorial verificada; no equival a avís tancat per Semrush.
163,SEO Ideas!A163:D163,0.94,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia lleida,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,ja_cobert_actualment,La descripció anterior ja incloïa periodòncia i Lleida. La nova redacció manté aquesta cobertura i hi afegeix neteja dental; no es compta com una absència resolta ara.,"data/landing-pages.js (es-perio), description: Periodoncia, limpieza dental y endodoncia en Lleida y Tremp. Revisamos encías, dolor dental y opciones para conservar los dientes, con seguimiento individual.",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,sense_canvi_proposat,Cobertura editorial verificada; no equival a avís tancat per Semrush.
164,SEO Ideas!A164:D164,0.94,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: qdq.com. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual)",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,sense_canvi_proposat,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
165,SEO Ideas!A165:D165,0.94,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
166,SEO Ideas!A166:D166,0.94,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,endodoncia lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: qdq.com. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual)",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,sense_canvi_proposat,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
167,SEO Ideas!A167:D167,0.94,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,endodoncia lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
168,SEO Ideas!A168:D168,7.80,https://www.estudidentalcarrera.com/es/,dentista lleida,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,reassignacio_confirmada,Reassignació confirmada de /es/ a /es/clinica-dental-lleida.html per a «dentista lleida». Es corregeix la destinació de la keyword que generava aquest suggeriment; no s’afirma que Semrush hagi retirat l’avís original.,"data/landing-pages.js (es-lleida), title: Clínica dental Lleida | Estudi Dental Carrera | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «dentista lleida» a /es/clinica-dental-lleida.html. La destinació ha passat de 12 a 14 keywords amb dentista lleida i dentistas en lleida.",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,confirmada_readback_semrush,"Nova anàlisi de la URL de destinació i revisió de l’avís original. La confirmació acredita l’assignació, no una millora de posicions ni el compliment literal de tots els camps."
169,SEO Ideas!A169:D169,7.80,https://www.estudidentalcarrera.com/es/,dentista lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,reassignacio_confirmada,Reassignació confirmada de /es/ a /es/clinica-dental-lleida.html per a «dentista lleida». Es corregeix la destinació de la keyword que generava aquest suggeriment; no s’afirma que Semrush hagi retirat l’avís original.,"data/landing-pages.js (es-lleida), title: Clínica dental Lleida | Estudi Dental Carrera | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «dentista lleida» a /es/clinica-dental-lleida.html. La destinació ha passat de 12 a 14 keywords amb dentista lleida i dentistas en lleida.",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,confirmada_readback_semrush,"Nova anàlisi de la URL de destinació i revisió de l’avís original. La confirmació acredita l’assignació, no una millora de posicions ni el compliment literal de tots els camps."
170,SEO Ideas!A170:D170,7.80,https://www.estudidentalcarrera.com/es/,dentista lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,reassignacio_confirmada,Reassignació confirmada de /es/ a /es/clinica-dental-lleida.html per a «dentista lleida». Es corregeix la destinació de la keyword que generava aquest suggeriment; no s’afirma que Semrush hagi retirat l’avís original.,"data/landing-pages.js (es-lleida), title: Clínica dental Lleida | Estudi Dental Carrera | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «dentista lleida» a /es/clinica-dental-lleida.html. La destinació ha passat de 12 a 14 keywords amb dentista lleida i dentistas en lleida.",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,confirmada_readback_semrush,"Nova anàlisi de la URL de destinació i revisió de l’avís original. La confirmació acredita l’assignació, no una millora de posicions ni el compliment literal de tots els camps."
171,SEO Ideas!A171:D171,7.80,https://www.estudidentalcarrera.com/es/,dentista lleida,"Try to acquire backlinks from the following domains: latipo.cat, accio.com, docfav.com, abadendentistas.com, bedentalexpert.com, gowork.com, mitjalleida.com, cursabomberslleida.com, poidata.io, nomas900.org",backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: latipo.cat, accio.com, docfav.com, abadendentistas.com, bedentalexpert.com, gowork.com, mitjalleida.com, cursabomberslleida.com, poidata.io, nomas900.org. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual) | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «dentista lleida» a /es/clinica-dental-lleida.html. La destinació ha passat de 12 a 14 keywords amb dentista lleida i dentistas en lleida.",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,confirmada_readback_semrush,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
172,SEO Ideas!A172:D172,7.80,https://www.estudidentalcarrera.com/es/,dentista lleida,"Compared to your rivals, your page has a relatively low word count. Try to increase the length of your page content.",extensio,reassignacio_confirmada,Reassignació confirmada de /es/ a /es/clinica-dental-lleida.html per a «dentista lleida». Es corregeix la destinació de la keyword que generava aquest suggeriment; no s’afirma que Semrush hagi retirat l’avís original.,"data/landing-pages.js (es-lleida), title: Clínica dental Lleida | Estudi Dental Carrera | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «dentista lleida» a /es/clinica-dental-lleida.html. La destinació ha passat de 12 a 14 keywords amb dentista lleida i dentistas en lleida.",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,confirmada_readback_semrush,"Nova anàlisi de la URL de destinació i revisió de l’avís original. La confirmació acredita l’assignació, no una millora de posicions ni el compliment literal de tots els camps."
173,SEO Ideas!A173:D173,7.80,https://www.estudidentalcarrera.com/es/,dentista lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.","https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «dentista lleida» a /es/clinica-dental-lleida.html. La destinació ha passat de 12 a 14 keywords amb dentista lleida i dentistas en lleida.",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,confirmada_readback_semrush,Cap marcatge afegit; es preserven les ressenyes visibles existents.
174,SEO Ideas!A174:D174,7.80,https://www.estudidentalcarrera.com/es/,dentistas en lleida,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,reassignacio_confirmada,Reassignació confirmada de /es/ a /es/clinica-dental-lleida.html per a «dentistas en lleida». Es corregeix la destinació de la keyword que generava aquest suggeriment; no s’afirma que Semrush hagi retirat l’avís original.,"data/landing-pages.js (es-lleida), title: Clínica dental Lleida | Estudi Dental Carrera | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «dentistas en lleida» a /es/clinica-dental-lleida.html. La destinació ha passat de 12 a 14 keywords amb dentista lleida i dentistas en lleida.",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,confirmada_readback_semrush,"Nova anàlisi de la URL de destinació i revisió de l’avís original. La confirmació acredita l’assignació, no una millora de posicions ni el compliment literal de tots els camps."
175,SEO Ideas!A175:D175,7.80,https://www.estudidentalcarrera.com/es/,dentistas en lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,reassignacio_confirmada,Reassignació confirmada de /es/ a /es/clinica-dental-lleida.html per a «dentistas en lleida». Es corregeix la destinació de la keyword que generava aquest suggeriment; no s’afirma que Semrush hagi retirat l’avís original.,"data/landing-pages.js (es-lleida), title: Clínica dental Lleida | Estudi Dental Carrera | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «dentistas en lleida» a /es/clinica-dental-lleida.html. La destinació ha passat de 12 a 14 keywords amb dentista lleida i dentistas en lleida.",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,confirmada_readback_semrush,"Nova anàlisi de la URL de destinació i revisió de l’avís original. La confirmació acredita l’assignació, no una millora de posicions ni el compliment literal de tots els camps."
176,SEO Ideas!A176:D176,7.80,https://www.estudidentalcarrera.com/es/,dentistas en lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,reassignacio_confirmada,Reassignació confirmada de /es/ a /es/clinica-dental-lleida.html per a «dentistas en lleida». Es corregeix la destinació de la keyword que generava aquest suggeriment; no s’afirma que Semrush hagi retirat l’avís original.,"data/landing-pages.js (es-lleida), title: Clínica dental Lleida | Estudi Dental Carrera | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «dentistas en lleida» a /es/clinica-dental-lleida.html. La destinació ha passat de 12 a 14 keywords amb dentista lleida i dentistas en lleida.",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,confirmada_readback_semrush,"Nova anàlisi de la URL de destinació i revisió de l’avís original. La confirmació acredita l’assignació, no una millora de posicions ni el compliment literal de tots els camps."
177,SEO Ideas!A177:D177,7.80,https://www.estudidentalcarrera.com/es/,dentistas en lleida,"Try to acquire backlinks from the following domains: accio.com, latipo.cat, docfav.com, qdq.com, bedentalexpert.com, mitjalleida.com, cursabomberslleida.com, poidata.io",backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: accio.com, latipo.cat, docfav.com, qdq.com, bedentalexpert.com, mitjalleida.com, cursabomberslleida.com, poidata.io. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual) | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «dentistas en lleida» a /es/clinica-dental-lleida.html. La destinació ha passat de 12 a 14 keywords amb dentista lleida i dentistas en lleida.",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,confirmada_readback_semrush,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
178,SEO Ideas!A178:D178,7.80,https://www.estudidentalcarrera.com/es/,dentistas en lleida,"Compared to your rivals, your page has a relatively low word count. Try to increase the length of your page content.",extensio,reassignacio_confirmada,Reassignació confirmada de /es/ a /es/clinica-dental-lleida.html per a «dentistas en lleida». Es corregeix la destinació de la keyword que generava aquest suggeriment; no s’afirma que Semrush hagi retirat l’avís original.,"data/landing-pages.js (es-lleida), title: Clínica dental Lleida | Estudi Dental Carrera | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «dentistas en lleida» a /es/clinica-dental-lleida.html. La destinació ha passat de 12 a 14 keywords amb dentista lleida i dentistas en lleida.",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,confirmada_readback_semrush,"Nova anàlisi de la URL de destinació i revisió de l’avís original. La confirmació acredita l’assignació, no una millora de posicions ni el compliment literal de tots els camps."
179,SEO Ideas!A179:D179,7.80,https://www.estudidentalcarrera.com/es/,dentistas en lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.","https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «dentistas en lleida» a /es/clinica-dental-lleida.html. La destinació ha passat de 12 a 14 keywords amb dentista lleida i dentistas en lleida.",https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,confirmada_readback_semrush,Cap marcatge afegit; es preserven les ressenyes visibles existents.
180,SEO Ideas!A180:D180,0.00,https://www.estudidentalcarrera.com/equip.html,carme roure lleida,"Compared to your rivals, your text-based content is difficult to read and understand. Try to improve your content's readability.",llegibilitat,no_aplica,"L’Excel aplica una anàlisi de llegibilitat a equip.html, que és en català. Semrush no inclou el català entre els idiomes compatibles amb aquest indicador; no s’usa aquest valor per reescriure perfils professionals.","https://www.semrush.com/kb/567-seo-ideas-top-10-benchmarking; equip.html (lang=ca, perfils per professional)",https://www.estudidentalcarrera.com/equip.html,sense_canvi_proposat,"La nova CTA de Tremp és una millora de contacte, no prova que la puntuació de llegibilitat estigui resolta."
181,SEO Ideas!A181:D181,1.54,https://www.estudidentalcarrera.com/es/sedes.html,estudi dental tremp,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,reassignacio_confirmada,"Reassignació confirmada de /es/sedes.html a /es/dentista-tremp.html per a «estudi dental tremp», amb lectura de la taula després de desar. La landing local correspon a la ciutat i l’idioma de la consulta; la reanàlisi de l’avís original continua pendent.","data/landing-pages.js (es-tremp), title: Dentista y clínica dental en Tremp | Carrera | Semrush 16/09/2026, readback de l’agent principal: /es/dentista-tremp.html. Taula posterior a desar: clinica dental tremp + 2 més, 3 keywords.",https://www.estudidentalcarrera.com/es/dentista-tremp.html,confirmada_readback_semrush,Revisar els avisos actualitzats a la landing correcta quan acabi la recopilació. No es declara una millora de posicions ni el compliment literal de tots els suggeriments.
182,SEO Ideas!A182:D182,1.54,https://www.estudidentalcarrera.com/es/sedes.html,estudi dental tremp,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,reassignacio_confirmada,"Reassignació confirmada de /es/sedes.html a /es/dentista-tremp.html per a «estudi dental tremp», amb lectura de la taula després de desar. La landing local correspon a la ciutat i l’idioma de la consulta; la reanàlisi de l’avís original continua pendent.","data/landing-pages.js (es-tremp), title: Dentista y clínica dental en Tremp | Carrera | Semrush 16/09/2026, readback de l’agent principal: /es/dentista-tremp.html. Taula posterior a desar: clinica dental tremp + 2 més, 3 keywords.",https://www.estudidentalcarrera.com/es/dentista-tremp.html,confirmada_readback_semrush,Revisar els avisos actualitzats a la landing correcta quan acabi la recopilació. No es declara una millora de posicions ni el compliment literal de tots els suggeriments.
183,SEO Ideas!A183:D183,1.54,https://www.estudidentalcarrera.com/es/sedes.html,estudi dental tremp,Keyword assigned to the current page produce higher rankings for other page. You may try to optimize these higher ranking page for the given keyword instead: position 5 page https://www.estudidentalcarrera.com/es/,assignacio_keyword,reassignacio_confirmada,"Reassignació confirmada de /es/sedes.html a /es/dentista-tremp.html per a «estudi dental tremp», amb lectura de la taula després de desar. La landing local correspon a la ciutat i l’idioma de la consulta; la reanàlisi de l’avís original continua pendent.","data/landing-pages.js (es-tremp), title: Dentista y clínica dental en Tremp | Carrera | Semrush 16/09/2026, readback de l’agent principal: /es/dentista-tremp.html. Taula posterior a desar: clinica dental tremp + 2 més, 3 keywords.",https://www.estudidentalcarrera.com/es/dentista-tremp.html,confirmada_readback_semrush,Revisar els avisos actualitzats a la landing correcta quan acabi la recopilació. No es declara una millora de posicions ni el compliment literal de tots els suggeriments.
184,SEO Ideas!A184:D184,1.54,https://www.estudidentalcarrera.com/es/sedes.html,estudi dental tremp,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.","https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines | Semrush 16/09/2026, readback de l’agent principal: /es/dentista-tremp.html. Taula posterior a desar: clinica dental tremp + 2 més, 3 keywords.",https://www.estudidentalcarrera.com/es/dentista-tremp.html,confirmada_readback_semrush,Cap marcatge afegit; es preserven les ressenyes visibles existents.
185,SEO Ideas!A185:D185,1.54,https://www.estudidentalcarrera.com/es/sedes.html,clinica dental carrera,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,reassignacio_confirmada,Reassignació confirmada de /es/sedes.html a /es/ per a «clinica dental carrera». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
186,SEO Ideas!A186:D186,1.54,https://www.estudidentalcarrera.com/es/sedes.html,clinica dental carrera,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,reassignacio_confirmada,Reassignació confirmada de /es/sedes.html a /es/ per a «clinica dental carrera». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
